company,title,source,publish_date,time,url,label_x,score_x,label_y,score_y,label_z,score_z,zero_shot_label,zero_shot_score
Tesla,Tesla's 2Q profit falls 45% to $1.48 billion as sales drop despite price cuts and low-interest loans,The Associated Press,2024-07-23T07:00:00.000Z,Jul 23,https://apnews.com/article/tesla-earnings-second-quarter-sales-decline-8bdd0d655cddde90f534b41fd87edc4a,NEGATIVE,0.9979026317596436,negative,0.99859219789505,Negative,0.9069202542304992,government,0.3689521551132202
Tesla,TSLA Stock Quote Price and Forecast,CNN,2023-08-30T16:07:59.000Z,"Aug 30, 2023",https://www.cnn.com/markets/stocks/TSLA,NEGATIVE,0.973450005054474,neutral,0.9998573064804076,Neutral,0.9884415864944458,neutral,0.3872922956943512
Tesla,"Tesla sales tumble nearly 9%, most in 4 years, as competition heats up and demand for EVs slows",The Associated Press,2024-04-02T07:00:00.000Z,Apr 2,https://apnews.com/article/tesla-sales-fall-electric-vehicle-demand-slows-1ce56d5948f9f96235b9c809e3380108,NEGATIVE,0.9995168447494508,negative,0.9986934065818788,Negative,0.9053568840026855,environment,0.3316128849983215
Tesla,Tesla puts German factory production on hold as Red Sea attacks disrupt supply chains,The Associated Press,2024-01-12T08:00:00.000Z,Jan 12,https://apnews.com/article/tesla-germany-factory-production-halt-red-sea-2a13fa207ac3d4670264e47bba427e10,NEGATIVE,0.9990660548210144,negative,0.9893814325332642,Negative,0.8663378357887268,government,0.3968079686164856
Tesla,Tesla: EV giant cuts prices in major markets as sales fall,BBC.com,2024-04-21T07:00:00.000Z,Apr 21,https://www.bbc.com/news/articles/c1d4g8jz57yo,NEGATIVE,0.9985963702201844,negative,0.9951931238174438,Negative,0.8922514319419861,social,0.3476718068122864
Tesla,Tesla recalls nearly all vehicles sold in US to fix system that monitors drivers using Autopilot,The Associated Press,2023-12-13T08:00:00.000Z,"Dec 13, 2023",https://apnews.com/article/tesla-autopilot-recall-driver-monitoring-system-8060508627a34e6af889feca46eb3002,NEGATIVE,0.9937095642089844,neutral,0.9931843876838684,Neutral,0.8340229392051697,government,0.3539948463439941
Tesla,"Elon Musk cannot keep Tesla pay package worth more than $55 billion, judge rules",The Associated Press,2024-01-31T08:00:00.000Z,Jan 31,https://apnews.com/article/elon-musk-tesla-compensation-pay-shareholders-e75687178d1175fba36ca55bd9c4c805,NEGATIVE,0.9968245029449464,negative,0.9552724957466124,Neutral,0.8272539973258972,government,0.476368635892868
Tesla,"Opinion | Sometimes, to Make an Electric Car Better, You’ve Got to Make It a Little Worse",The New York Times,2024-04-08T07:00:00.000Z,Apr 8,https://www.nytimes.com/2024/04/08/opinion/electric-car-ev-tesla.html,NEGATIVE,0.9997802376747132,neutral,0.8231130838394165,Negative,0.7177407145500183,social,0.5020498633384705
Tesla,"Tesla cuts the price of its ""Full Self Driving"" system by a third to $8,000",The Associated Press,2024-04-21T07:00:00.000Z,Apr 21,https://apnews.com/article/tesla-full-self-driving-system-price-cuts-ecb9fd9367dabe26a71a9dbfd72c37ff,NEGATIVE,0.9991562366485596,positive,0.9957581162452698,Positive,0.5817590951919556,social,0.3351152539253235
Tesla,The Tesla Model S Has Lived Long Enough to See Itself Become a Villain,Road & Track,2023-11-03T07:00:00.000Z,"Nov 3, 2023",https://www.roadandtrack.com/reviews/a45688551/2023-tesla-model-s-plaid-pevoty-review/,NEGATIVE,0.998407781124115,neutral,0.9962170720100404,Neutral,0.976838231086731,social,0.4852947294712066
Tesla,Is Tesla On the Road to Irrelevance?,Bloomberg,2024-06-05T07:00:00.000Z,Jun 5,https://www.bloomberg.com/news/articles/2024-06-06/is-tesla-on-the-road-to-irrelevance,NEGATIVE,0.9938735961914062,negative,0.6046926379203796,Neutral,0.9735061526298524,environment,0.4082715809345245
Tesla,Tesla shares fall after deliveries drop 8.5% from a year ago,CNBC,2024-04-02T07:00:00.000Z,Apr 2,https://www.cnbc.com/2024/04/02/tesla-tsla-q1-2024-vehicle-delivery-and-production-numbers.html,NEGATIVE,0.9992908239364624,negative,0.9986773133277892,Negative,0.9214524030685424,environment,0.3032549023628235
Tesla,The history of Elon Musk's Tesla,Quartz,2024-03-28T07:00:00.000Z,Mar 28,https://qz.com/tesla-elon-musk-ev-auto-industry-history-1851366760,POSITIVE,0.99919456243515,neutral,0.9998679161071776,Neutral,0.9863903522491456,social,0.5151485800743103
Tesla,Tesla's recall of 2 million vehicles to fix its Autopilot system uses technology that may not work,The Associated Press,2023-12-19T08:00:00.000Z,"Dec 19, 2023",https://apnews.com/article/tesla-autopilot-recall-fix-software-9a9bd6fea76a564f417788f1430d5166,NEGATIVE,0.9997515082359314,neutral,0.9865847826004028,Negative,0.71925288438797,government,0.3555885851383209
Tesla,What’s wrong with Tesla?,CNN,2024-04-07T07:00:00.000Z,Apr 7,https://www.cnn.com/2024/04/07/business/tesla-ev-sales-slowdown-stock/index.html,NEGATIVE,0.9990645051002502,neutral,0.9950610995292664,Negative,0.746757447719574,social,0.445848673582077
Tesla,Tesla driver tells police he was using 'self-drive' system when his car hit a parked police vehicle,The Associated Press,2024-06-14T07:00:00.000Z,Jun 14,https://apnews.com/article/tesla-crash-police-car-lights-flashing-automated-bc96e19cad9b5e2de5d13846b0f744c7,NEGATIVE,0.997397780418396,neutral,0.9998286962509156,Neutral,0.9458121061325072,social,0.3291089534759521
Tesla,Tesla won over fans of electric vehicles. Now Elon Musk and company have a bigger challenge: convincing everyday car buyers,Fortune,2023-12-30T08:00:00.000Z,"Dec 30, 2023",https://fortune.com/2023/12/30/tesla-won-over-electric-vehicles-fans-now-elon-musk-automaker-must-convince-everyday-car-buyers/,POSITIVE,0.9997133612632751,positive,0.9984038472175598,Neutral,0.7513942718505859,social,0.5743036270141602
Tesla,"Tesla reported 485,000 deliveries for the fourth quarter, bringing 2023 total to 1.8 million",CNBC,2024-01-02T08:00:00.000Z,Jan 2,https://www.cnbc.com/2024/01/02/tesla-tsla-q4-2023-vehicle-delivery-and-production-numbers.html,POSITIVE,0.9950289130210876,neutral,0.9992260932922364,Neutral,0.924508273601532,social,0.3045017719268799
Tesla,"Tesla sales fall for second straight quarter despite price cuts, but decline not as bad as expected",The Associated Press,2024-07-02T07:00:00.000Z,Jul 2,https://apnews.com/article/tesla-sales-fall-beat-estimates-95fbef30f5913c874802d7ab2d30d855,POSITIVE,0.9017252922058104,negative,0.9987152814865112,Negative,0.9187756180763244,neutral,0.5981398224830627
Tesla,Tesla is now an official Chinese government car,CNN,2024-07-05T07:00:00.000Z,Jul 5,https://www.cnn.com/2024/07/05/business/tesla-enters-chinese-government-purchase-list-for-first-time-intl-hnk/index.html,POSITIVE,0.993433713912964,neutral,0.9998822212219238,Neutral,0.9765140414237976,government,0.8692520260810852
Tesla,"Tesla in Seattle-area crash that killed motorcyclist was using self-driving system, authorities say",The Associated Press,2024-07-31T00:32:00.000Z,Yesterday,https://apnews.com/article/tesla-full-self-driving-motorcyclist-killed-d3393396521c373fe5df5a44d2d9637f,NEGATIVE,0.9914788603782654,neutral,0.9997473359107972,Neutral,0.9178925156593324,government,0.4520526230335235
Tesla,Elon Musk’s Politics May Be Pushing Some Buyers Away From Tesla,The New York Times,2024-07-02T07:00:00.000Z,Jul 2,https://www.nytimes.com/2024/07/02/business/elon-musk-politics-tesla-sales.html,NEGATIVE,0.9868082404136658,negative,0.8962703943252563,Negative,0.5518008470535278,social,0.6009219288825989
Tesla,Elon Musk Says a Cheaper Tesla Model Is Coming in 2025 as Chinese Competition Intensifies,WIRED,2024-01-24T08:00:00.000Z,Jan 24,https://www.wired.com/story/elon-musk-says-cheaper-tesla-coming-2025/,NEGATIVE,0.8127105236053467,positive,0.6147903800010681,Neutral,0.6766498684883118,government,0.3630973994731903
Tesla,Tesla’s ‘Full Self-Driving’ Struggled Soon After Leaving My Driveway,Bloomberg,2024-05-17T07:00:00.000Z,May 17,https://www.bloomberg.com/news/newsletters/2024-05-17/tesla-s-full-self-driving-struggled-soon-after-leaving-my-driveway,NEGATIVE,0.9990511536598206,negative,0.9901480078697203,Negative,0.8115524053573608,environment,0.4158021211624145
Tesla,Elon Musk insists Tesla isn’t a car company as sales falter,Yahoo Finance,2024-04-24T07:00:00.000Z,Apr 24,https://finance.yahoo.com/news/elon-musk-insists-tesla-isnt-a-car-company-as-sales-falter-150937418.html,NEGATIVE,0.9994267225265504,negative,0.9951856732368468,Neutral,0.8033459186553955,neutral,0.3754670619964599
Tesla,Think Tesla is in trouble? Pity even more its wannabe EV rivals,The Economist,2024-04-07T07:00:00.000Z,Apr 7,https://www.economist.com/business/2024/04/07/think-tesla-is-in-trouble-pity-even-more-its-wannabe-ev-rivals,NEGATIVE,0.9993106126785278,negative,0.8333688974380493,Negative,0.8981602787971497,social,0.4437953233718872
Tesla,Tesla cuts U.S. prices for 3 of its electric vehicle models after a difficult week,Spectrum News,2024-04-20T07:00:00.000Z,Apr 20,https://spectrumlocalnews.com/tx/south-texas-el-paso/news/2024/04/20/tesla-cuts-u-s--prices-for-3-of-its-electric-vehicle-models-after-a-difficult-week,NEGATIVE,0.998646914958954,positive,0.9100981950759888,Neutral,0.4870412051677704,government,0.3248976171016693
Tesla,Tesla’s next-generation vehicle: all the news about Elon Musk’s next big EV bet,The Verge,2024-04-23T07:00:00.000Z,Apr 23,https://www.theverge.com/24054854/tesla-next-generation-vehicle-ev-elon-musk,POSITIVE,0.9935658574104308,neutral,0.9997478127479552,Neutral,0.9823026061058044,social,0.4749408960342407
Tesla,2024 Tesla Model 3 Review: No Longer a Trailblazer,The Drive,2024-07-03T07:00:00.000Z,Jul 3,https://www.thedrive.com/car-reviews/2024-tesla-model-3-review,NEGATIVE,0.9992427825927734,neutral,0.999748170375824,Neutral,0.9484673738479614,social,0.2984591126441955
Tesla,"How Tesla and its Chinese competitor compare, in 4 charts",CNN,2024-04-03T07:00:00.000Z,Apr 3,https://www.cnn.com/2024/04/03/cars/china-tesla-byd-competition-hnk-intl-dg/index.html,NEGATIVE,0.8249692320823669,neutral,0.9998475313186646,Neutral,0.964588463306427,social,0.4171212017536163
Tesla,Tesla asks shareholders to restore $56B Elon Musk pay package that was voided by Delaware judge,The Associated Press,2024-04-17T07:00:00.000Z,Apr 17,https://apnews.com/article/musk-pay-compensation-corporate-registration-ef5e30f6b56f7d936f8c882fc1c96875,NEGATIVE,0.9945276379585266,neutral,0.9974144697189332,Neutral,0.9508857131004332,government,0.6528878808021545
Tesla,Tesla Promises ‘More Affordable Models’ and a ‘Cybercab’,WIRED,2024-04-23T07:00:00.000Z,Apr 23,https://www.wired.com/story/tesla-promises-more-affordable-vehicles-cybercab/,POSITIVE,0.9654311537742616,positive,0.9972565770149232,Neutral,0.5918465256690979,social,0.5253588557243347
Tesla,2024 Tesla Model 3 Performance Shows Off at Laguna Seca,autoevolution,2024-06-30T07:00:00.000Z,Jun 30,https://www.autoevolution.com/news/2024-tesla-model-3-performance-shows-off-at-laguna-seca-236241.html,POSITIVE,0.9944234490394592,neutral,0.9991497993469238,Neutral,0.980676293373108,environment,0.3522208929061889
Tesla,"What We Know About Tesla’s Major Recall of 125,000 Vehicles",TIME,2024-05-31T07:00:00.000Z,May 31,https://time.com/6984405/tesla-is-recalling-125000-vehicles-for-a-seat-belt-signal-issue-heres-what-we-know/,POSITIVE,0.96370667219162,neutral,0.9984862804412842,Neutral,0.9045384526252748,social,0.408251017332077
Tesla,"Tesla recalling nearly 4,000 Cybertrucks because accelerator pedal can get stuck",The Associated Press,2024-04-19T07:00:00.000Z,Apr 19,https://apnews.com/article/tesla-recall-musk-cybertruck-nhtsa-ff2018b672b1109543c52b0058698499,NEGATIVE,0.9893717765808104,negative,0.9890599250793456,Negative,0.7849639654159546,environment,0.3607587218284607
Tesla,Elon Musk's Tesla recalls two million cars in US over Autopilot defect,BBC.com,2023-12-13T08:00:00.000Z,"Dec 13, 2023",https://www.bbc.com/news/technology-67693935,NEGATIVE,0.9749293327331544,negative,0.8521525859832764,Negative,0.6981438398361206,government,0.3979808092117309
Tesla,Tesla loses its EV quality edge as repair problems continue to plague the market,CNBC,2024-06-27T07:00:00.000Z,Jun 27,https://www.cnbc.com/2024/06/27/jd-power-tesla-loses-its-ev-quality-edge.html,NEGATIVE,0.9997585415840148,negative,0.9984614849090576,Negative,0.90062415599823,environment,0.3242911696434021
Tesla,Tesla CEO Elon Musk appears to confirm delay in Aug. 8 robotaxi unveil event to make design change,The Associated Press,2024-07-15T07:00:00.000Z,Jul 15,https://apnews.com/article/tesla-robotaxi-musk-delay-apparently-confirmed-55f24adb249cf453c13896712e2fcca6,NEGATIVE,0.9669119715690612,neutral,0.8362526893615723,Negative,0.6438927054405212,social,0.3526563048362732
Tesla,"34-year-old earning $400,000 a year: I regret buying a brand-new Tesla—it was a 'huge mistake'",CNBC,2024-06-28T07:00:00.000Z,Jun 28,https://www.cnbc.com/2024/06/28/why-buying-a-brand-new-tesla-was-a-huge-mistake.html,NEGATIVE,0.9995926022529602,negative,0.991146981716156,Negative,0.8973425030708313,environment,0.3243096768856048
Tesla,Elon Musk Mandates Test Drives of Tesla’s Flawed Driving System,Bloomberg,2024-03-27T07:00:00.000Z,Mar 27,https://www.bloomberg.com/news/newsletters/2024-03-27/tesla-fsd-trial-elon-musk-looks-to-boost-sales-of-flawed-product,NEGATIVE,0.9978371262550354,neutral,0.9992679953575134,Neutral,0.90418541431427,social,0.3741308748722076
Tesla,Tesla Recalls Autopilot Software in 2 Million Vehicles,The New York Times,2023-12-13T08:00:00.000Z,"Dec 13, 2023",https://www.nytimes.com/2023/12/13/business/tesla-autopilot-recall.html,NEGATIVE,0.9990506768226624,neutral,0.9998438358306884,Neutral,0.975319504737854,government,0.27118119597435
Tesla,"Musk said Tesla cars would rise in value, but the opposite happened",CNN,2024-03-03T08:00:00.000Z,Mar 3,https://www.cnn.com/2024/03/03/cars/musk-tesla-cars-value-ev-prices/index.html,NEGATIVE,0.9941792488098145,positive,0.9995518326759338,Neutral,0.5442312955856323,neutral,0.3849660158157348
Tesla,Tesla’s Troubles Raise Questions About Its Invincibility,The New York Times,2024-03-21T07:00:00.000Z,Mar 21,https://www.nytimes.com/2024/03/18/business/tesla-elon-musk-troubles.html,NEGATIVE,0.9413509368896484,negative,0.9837144017219543,Negative,0.5353549718856812,social,0.4558929204940796
Apple,Apple Vision Pro available in the U.S. on February 2,apple.com,2024-01-08T08:00:00.000Z,Jan 8,https://www.apple.com/newsroom/2024/01/apple-vision-pro-available-in-the-us-on-february-2/,POSITIVE,0.8347548246383667,neutral,0.9998908042907716,Neutral,0.97648948431015,government,0.30030357837677
Apple,"Apple announces changes to iOS, Safari, and the App Store in the European Union",apple.com,2024-01-25T08:00:00.000Z,Jan 25,https://www.apple.com/newsroom/2024/01/apple-announces-changes-to-ios-safari-and-the-app-store-in-the-european-union/,POSITIVE,0.9718934893608092,neutral,0.9998693466186525,Neutral,0.9719841480255128,government,0.4577121436595917
Apple,"Introducing Apple Intelligence for iPhone, iPad, and Mac",apple.com,2024-06-10T07:00:00.000Z,Jun 10,https://www.apple.com/newsroom/2024/06/introducing-apple-intelligence-for-iphone-ipad-and-mac/,POSITIVE,0.9985326528549194,neutral,0.9998819828033448,Neutral,0.956993818283081,government,0.4780690968036651
Apple,iOS 18 Preview,apple.com,2024-06-10T18:48:56.000Z,Jun 10,https://www.apple.com/ios/ios-18-preview/,POSITIVE,0.9015854597091676,neutral,0.999872088432312,Neutral,0.9669148325920104,social,0.3197727501392364
Apple,Apple Intelligence Preview,apple.com,2024-06-10T18:47:55.000Z,Jun 10,https://www.apple.com/apple-intelligence/,POSITIVE,0.9235754609107972,neutral,0.999870538711548,Neutral,0.9556170105934144,government,0.6615009903907776
Apple,Apple to expand repair options with support for used genuine parts,apple.com,2024-04-11T07:00:00.000Z,Apr 11,https://www.apple.com/newsroom/2024/04/apple-to-expand-repair-options-with-support-for-used-genuine-parts/,POSITIVE,0.9591708183288574,positive,0.9933121800422668,Positive,0.5257766842842102,social,0.5469728708267212
Apple,"Apple announces new accessibility features, including Eye Tracking, Music Haptics, and Vocal Shortcuts",apple.com,2024-05-15T07:00:00.000Z,May 15,https://www.apple.com/newsroom/2024/05/apple-announces-new-accessibility-features-including-eye-tracking/,POSITIVE,0.9877538084983826,neutral,0.9995469450950624,Neutral,0.7648582458496094,social,0.2944256067276001
Apple,"Apple Vision Pro arrives in China mainland, Hong Kong, Japan, and Singapore",apple.com,2024-06-27T07:00:00.000Z,Jun 27,https://www.apple.com/newsroom/2024/06/apple-vision-pro-arrives-in-china-mainland-hong-kong-japan-and-singapore/,POSITIVE,0.9770478010177612,neutral,0.9998898506164552,Neutral,0.9328399300575256,social,0.5526041984558105
Apple,Apple previews new entertainment experiences launching with Apple Vision Pro,apple.com,2024-01-16T08:00:00.000Z,Jan 16,https://www.apple.com/newsroom/2024/01/apple-previews-new-entertainment-experiences-launching-with-apple-vision-pro/,POSITIVE,0.9822618961334229,neutral,0.9998031258583068,Neutral,0.949383020401001,neutral,0.2951134741306305
Apple,Apple’s Worldwide Developers Conference to kick off June 10 with Keynote address,apple.com,2024-05-28T07:00:00.000Z,May 28,https://www.apple.com/newsroom/2024/05/apples-worldwide-developers-conference-to-kick-off-june-10-with-keynote-address/,POSITIVE,0.9974454641342164,neutral,0.9998772144317628,Neutral,0.9840514063835144,social,0.4997912943363189
Apple,Apple unveils iPhone 15 Pro and iPhone 15 Pro Max,apple.com,2023-09-12T07:00:00.000Z,"Sep 12, 2023",https://www.apple.com/newsroom/2023/09/apple-unveils-iphone-15-pro-and-iphone-15-pro-max/,POSITIVE,0.8771968483924866,neutral,0.9998859167099,Neutral,0.967082142829895,government,0.3319794833660126
Apple,Apple announces winners of the 2024 Apple Design Awards,apple.com,2024-06-06T07:00:00.000Z,Jun 6,https://www.apple.com/newsroom/2024/06/apple-announces-winners-of-the-2024-apple-design-awards/,POSITIVE,0.9989492297172546,neutral,0.999872088432312,Neutral,0.9292559623718262,social,0.3956116735935211
Apple,"iOS 18 makes iPhone more personal, capable, and intelligent than ever",apple.com,2024-06-10T07:00:00.000Z,Jun 10,https://www.apple.com/newsroom/2024/06/ios-18-makes-iphone-more-personal-capable-and-intelligent-than-ever/,POSITIVE,0.9993221759796144,positive,0.9908169507980348,Neutral,0.6214029788970947,social,0.7377221584320068
Apple,New features come to Apple services this fall,apple.com,2024-06-11T07:00:00.000Z,Jun 11,https://www.apple.com/newsroom/2024/06/new-features-come-to-apple-services-this-fall/,POSITIVE,0.9644636511802672,neutral,0.999869704246521,Neutral,0.9572613835334778,social,0.3019964396953583
Apple,"Apple unveils stunning new iPad Pro with the world’s most advanced display, M4 chip, and Apple Pencil Pro",apple.com,2024-05-07T07:00:00.000Z,May 7,https://www.apple.com/newsroom/2024/05/apple-unveils-stunning-new-ipad-pro-with-m4-chip-and-apple-pencil-pro/,POSITIVE,0.9991950392723083,neutral,0.9978607296943665,Neutral,0.5395240187644958,social,0.4170333445072174
Apple,Apple and Google deliver support for unwanted tracking alerts in iOS and Android,apple.com,2024-05-13T07:00:00.000Z,May 13,https://www.apple.com/newsroom/2024/05/apple-and-google-deliver-support-for-unwanted-tracking-alerts-in-ios-and-android/,NEGATIVE,0.9932819604873656,neutral,0.9998723268508912,Neutral,0.9760595560073853,social,0.4778485596179962
Apple,iPhone 15 Pro and iPhone 15 Pro Max,apple.com,2023-09-12T18:26:15.000Z,"Sep 12, 2023",https://www.apple.com/iphone-15-pro/,POSITIVE,0.8584244847297668,neutral,0.9998912811279296,Neutral,0.9746035933494568,social,0.3477357923984527
Apple,Apple Vision Pro arrives in new countries and regions beginning June 28,apple.com,2024-06-10T07:00:00.000Z,Jun 10,https://www.apple.com/newsroom/2024/06/apple-vision-pro-arrives-in-new-countries-and-regions-beginning-june-28/,POSITIVE,0.9914050102233888,neutral,0.9998927116394044,Neutral,0.9528082013130188,social,0.4087454080581665
Apple,Behind the scenes at Scary Fast: Apple’s keynote event shot on iPhone and edited on Mac,apple.com,2023-10-31T07:00:00.000Z,"Oct 31, 2023",https://www.apple.com/newsroom/2023/10/behind-the-scenes-at-scary-fast-apples-keynote-event-shot-on-iphone/,POSITIVE,0.8284852504730225,neutral,0.9998855590820312,Neutral,0.988014042377472,government,0.4303627908229828
Apple,Apple introduces transcripts for Apple Podcasts,apple.com,2024-03-05T08:00:00.000Z,Mar 5,https://www.apple.com/newsroom/2024/03/apple-introduces-transcripts-for-apple-podcasts/,POSITIVE,0.9694507718086244,neutral,0.9998701810836792,Neutral,0.973443329334259,social,0.3585823178291321
Apple,Apple Vision Pro arrives in Apple Store locations across the U.S.,apple.com,2024-02-02T08:00:00.000Z,Feb 2,https://www.apple.com/newsroom/2024/02/apple-vision-pro-arrives-in-apple-store-locations-across-the-us/,NEGATIVE,0.7883906960487366,neutral,0.9998786449432372,Neutral,0.9079332947731018,environment,0.3925316035747528
Apple,Apple unveils the new 13- and 15-inch MacBook Air with the powerful M3 chip,apple.com,2024-03-04T08:00:00.000Z,Mar 4,https://www.apple.com/newsroom/2024/03/apple-unveils-the-new-13-and-15-inch-macbook-air-with-the-powerful-m3-chip/,POSITIVE,0.9942142367362976,neutral,0.999847412109375,Neutral,0.9560231566429138,environment,0.4021487832069397
Apple,Apple debuts iPhone 15 and iPhone 15 Plus,apple.com,2023-09-12T07:00:00.000Z,"Sep 12, 2023",https://www.apple.com/newsroom/2023/09/apple-debuts-iphone-15-and-iphone-15-plus/,POSITIVE,0.9666718244552612,neutral,0.9998940229415894,Neutral,0.9754005074501038,social,0.3543311059474945
Apple,"Apple unveils App Store Award winners, the best apps and games of 2023",apple.com,2023-11-29T08:00:00.000Z,"Nov 29, 2023",https://www.apple.com/newsroom/2023/11/apple-unveils-app-store-award-winners-the-best-apps-and-games-of-2023/,POSITIVE,0.9995599389076232,neutral,0.9997850060462952,Neutral,0.8402143716812134,social,0.3022407591342926
Apple,iOS 17 is available today,apple.com,2023-09-18T07:00:00.000Z,"Sep 18, 2023",https://www.apple.com/newsroom/2023/09/ios-17-is-available-today/,POSITIVE,0.9920656085014344,neutral,0.9998866319656372,Neutral,0.971869945526123,social,0.3086872696876526
Apple,"Apple introduces new Apple Pencil, bringing more value and choice to the lineup",apple.com,2023-10-17T07:00:00.000Z,"Oct 17, 2023",https://www.apple.com/newsroom/2023/10/apple-introduces-new-apple-pencil-bringing-more-value-and-choice-to-the-lineup/,POSITIVE,0.9990482926368712,positive,0.9989370703697203,Neutral,0.5353512167930603,social,0.637588620185852
Apple,"watchOS 11 brings powerful health and fitness insights, and even more personalization and connectivity",apple.com,2024-06-10T07:00:00.000Z,Jun 10,https://www.apple.com/newsroom/2024/06/watchos-11-brings-powerful-health-and-fitness-insights/,POSITIVE,0.9998342990875244,positive,0.9975188970565796,Neutral,0.9016109108924866,social,0.7416831851005554
Apple,Redesigned Apple TV app elevates the viewing experience,apple.com,2023-12-11T08:00:00.000Z,"Dec 11, 2023",https://www.apple.com/newsroom/2023/12/redesigned-apple-tv-app-elevates-the-viewing-experience/,POSITIVE,0.9959052801132202,positive,0.9970439076423644,Positive,0.5393499732017517,government,0.352827787399292
Apple,Apple launches “Made for Business” in select stores around the world,apple.com,2024-04-24T07:00:00.000Z,Apr 24,https://www.apple.com/newsroom/2024/04/apple-launches-made-for-business-in-select-stores-around-the-world/,POSITIVE,0.9817859530448914,neutral,0.99988853931427,Neutral,0.9398539066314696,social,0.6757386922836304
Apple,Office of Public Affairs | Justice Department Sues Apple for Monopolizing Smartphone Markets,Department of Justice,2024-03-21T07:00:00.000Z,Mar 21,https://www.justice.gov/opa/pr/justice-department-sues-apple-monopolizing-smartphone-markets,NEGATIVE,0.9955204725265504,neutral,0.9596621990203856,Neutral,0.8983767032623291,government,0.8647295236587524
Apple,Apple unveils the redesigned 11-inch and all-new 13-inch iPad Air with M2,apple.com,2024-05-07T07:00:00.000Z,May 7,https://www.apple.com/newsroom/2024/05/apple-unveils-the-redesigned-11-inch-and-all-new-13-inch-ipad-air-with-m2/,POSITIVE,0.6395005583763123,neutral,0.9998416900634766,Neutral,0.9656615257263184,environment,0.2892634570598602
